iter	R2	RMSE
943	0.9276359336	106851.8655
944	0.9276732957	106824.2778
945	0.9277039376	106801.6468
946	0.9277782044	106746.7762
947	0.927859195	106686.9057
948	0.9278787934	106672.413
949	0.9280060291	106578.2761
950	0.9280265899	106563.0561
951	0.9280475336	106547.5505
952	0.9281027871	106506.6328
953	0.9281177354	106495.5603
954	0.9281683224	106458.0806
955	0.9282354346	106408.3372
956	0.9282861	106370.7687
957	0.9283181366	106347.0067
958	0.9283556946	106319.1426
959	0.9284239144	106268.5119
960	0.928471283	106233.3422
961	0.9285510336	106174.1035
962	0.928627446	106117.3134
963	0.9286551107	106096.7453
964	0.9286728136	106083.5816
965	0.9287567076	106021.1762
966	0.9287713032	106010.3154
967	0.9288163634	105976.7783
968	0.9288897259	105922.1539
969	0.928936077	105887.6272
970	0.9289624789	105867.9555
971	0.9290093097	105833.0535
972	0.9290503745	105802.4394
973	0.9290883644	105774.1097
974	0.9291642412	105717.5044
975	0.929200839	105690.191
976	0.9292297753	105668.5905
977	0.9292557488	105649.1979
978	0.9292842251	105627.9326
979	0.929325941	105596.7725
980	0.9293428128	105584.1674
981	0.9293889947	105549.6565
982	0.9294374545	105513.4314
983	0.9294653914	105492.542
984	0.9294716878	105487.8334
985	0.9294822538	105479.9315
986	0.929505834	105462.2945
987	0.9296064449	105387.0085
988	0.9297018589	105315.5615
989	0.9297335487	105291.8212
990	0.9297734147	105261.948
991	0.9297850458	105253.2308
992	0.9298619469	105195.5771
993	0.9298749147	105185.8518
994	0.9299390181	105137.7641
995	0.929942846	105134.8919
996	0.9299516446	105128.2896
997	0.9299785346	105108.1095
998	0.9300666218	105041.9755
999	0.9301209829	105001.1416
